Season,Name,Team,PA,WAR,playerid
1936,Paul Waner,Pirates,666,7.1,1013597
1987,Eric Davis,Reds,562,7.1,1003048
1939,Ted Williams,Red Sox,677,7.1,1014040
1943,Charlie Keller,Yankees,620,7.1,1006768
1897,George Davis,Giants,572,7.1,1003049
1968,Brooks Robinson,Orioles,667,7.1,1011055
1987,Dale Murphy,Braves,693,7.1,1009355
1961,Frank Robinson,Reds,636,7.1,1011066
1923,Rogers Hornsby,Cardinals,487,7.1,1006030
1961,Roger Maris,Yankees,698,7.1,1008110
1969,Paul Blair,Orioles,685,7.1,1001031
1992,Frank Thomas,White Sox,711,7.1,255
1961,Eddie Mathews,Braves,672,7.1,1008236
1975,Rod Carew,Twins,617,7.1,1001942
1989,Howard Johnson,Mets,655,7,1006462
1926,Lou Gehrig,Yankees,696,7,1004598
1998,Andruw Jones,Braves,631,7,96
2013,Chris Davis,Orioles,673,7,9272
1964,Jim Fregosi,Angels,591,7,1004330
1995,Edgar Martinez,Mariners,639,7,1086
1985,Jesse Barfield,Blue Jays,612,7,1000537
1934,Arky Vaughan,Pirates,660,7,1013377
1998,Scott Rolen,Phillies,711,7,970
1969,Roberto Clemente,Pirates,570,7,1002340
1930,Jimmie Foxx,Athletics,673,7,1004285
1907,Nap Lajoie,Naps,558,7,1007259
1983,Rickey Henderson,Athletics,622,7,194
1908,Nap Lajoie,Naps,667,7,1007259
2008,David Wright,Mets,736,7,3787
1968,Bill Freehan,Tigers,635,7,1004315
2004,Todd Helton,Rockies,683,7,432
1993,Chris Hoiles,Orioles,503,7,1005935
1967,Harmon Killebrew,Twins,689,7,1006905
1994,Frank Thomas,White Sox,517,7,255
1967,Al Kaline,Tigers,550,7,1006678
1960,Ernie Banks,Cubs,678,7,1000512
1960,Hank Aaron,Braves,664,7,1000001
1957,Nellie Fox,White Sox,718,7,1004281
1907,Ty Cobb,Tigers,646,7,1002378
1949,Eddie Joost,Athletics,682,7,1006604
1965,Zoilo Versalles,Twins,728,7,1013417
2016,Corey Seager,Dodgers,687,7,13624
1968,Willie McCovey,Giants,608,7,1008423
1983,Dale Murphy,Braves,687,7,1009355
1914,George Burns,Giants,669,7,1001708
1884,Orator Shaffer,Maroons,497,7,1011783
1930,Kiki Cuyler,Cubs,741,7,1002914
1911,Honus Wagner,Pirates,558,7,1013485
1976,George Brett,Royals,705,7,1001400
1931,Joe Cronin,Senators,700,7,1002796
1902,Ed Delahanty,Senators,539,7,1003155
1980,Willie Wilson,Royals,745,7,1014113
2005,Derrek Lee,Cubs,691,7,525
1993,Kenny Lofton,Indians,657,7,246
1915,Gavvy Cravath,Phillies,621,7,1002735
2010,Joey Votto,Reds,648,7,4314
1956,Willie Mays,Giants,650,6.9,1008315
1886,Dave Orr,Metropolitans,593,6.9,1009848
1986,Cal Ripken,Orioles,707,6.9,1010978
1963,Bob Allison,Twins,626,6.9,1000166
1999,Andruw Jones,Braves,679,6.9,96
1984,Lloyd Moseby,Blue Jays,688,6.9,1009238
1927,Harry Heilmann,Tigers,596,6.9,1005590
1928,Heinie Manush,Browns,697,6.9,1008089
1903,Bill Bradley,Naps,587,6.9,1001304
1971,Joe Torre,Cardinals,707,6.9,1013133
1996,Brady Anderson,Orioles,687,6.9,364
1923,Joe Sewell,Indians,682,6.9,1011766
2003,Carlos Beltran,Royals,602,6.9,589
1952,Larry Doby,Indians,611,6.9,1003346
1991,Ken Griffey Jr.,Mariners,633,6.9,327
1950,Al Rosen,Indians,668,6.9,1011208
1900,Honus Wagner,Pirates,580,6.9,1013485
1975,Toby Harrah,Rangers,632,6.9,1005384
1946,Johnny Pesky,Red Sox,703,6.9,1010219
1960,Mickey Mantle,Yankees,644,6.9,1008082
1941,Dolph Camilli,Dodgers,641,6.9,1001860
1983,Mike Schmidt,Phillies,669,6.9,1011586
1980,Keith Hernandez,Cardinals,690,6.9,1005706
1950,Phil Rizzuto,Yankees,735,6.9,1011011
1966,Hank Aaron,Braves,688,6.9,1000001
1998,Brian Jordan,Cardinals,617,6.9,658
1947,Joe Gordon,Indians,626,6.9,1004874
1989,Kevin Mitchell,Giants,640,6.9,1009004
2008,Mark Teixeira,- - -,685,6.9,1281
2000,Bobby Abreu,Phillies,680,6.9,945
2002,Brian Giles,Pirates,644,6.9,990
1924,Zack Wheat,Robins,624,6.9,1013828
1922,Dave Bancroft,Giants,745,6.9,1000503
2007,Chipper Jones,Braves,600,6.9,97
1998,Rafael Palmeiro,Orioles,709,6.9,1266
1907,Sherry Magee,Phillies,568,6.9,1007965
1930,Freddie Lindstrom,Giants,671,6.9,1007631
1966,Joe Torre,Braves,614,6.9,1013133
1936,Earl Averill,Indians,682,6.9,1000378
1956,Hank Aaron,Braves,660,6.9,1000001
2007,Matt Holliday,Rockies,713,6.9,1873
1984,Alan Trammell,Tigers,626,6.9,1013157
2017,Mike Trout,Angels,507,6.9,10155
1917,Heinie Groh,Reds,685,6.9,1005078
1930,Mel Ott,Giants,646,6.9,1009904
1975,Bobby Grich,Orioles,655,6.9,1005033
1905,George Davis,White Sox,654,6.9,1003049
1895,Billy Hamilton,Phillies,629,6.9,1005270
1888,Harry Stovey,Athletics,595,6.9,1012586
1932,Chuck Klein,Phillies,711,6.9,1006991
1983,Gary Carter,Expos,609,6.8,1002015
1949,Pee Wee Reese,Dodgers,743,6.8,1010776
2001,Lance Berkman,Astros,688,6.8,548
1996,Barry Larkin,Reds,627,6.8,335
1927,Earle Combs,Yankees,724,6.8,1002478
1950,Jackie Robinson,Dodgers,613,6.8,1011070
2010,Albert Pujols,Cardinals,700,6.8,1177
2014,Giancarlo Stanton,Marlins,638,6.8,4949
1974,Bobby Grich,Orioles,707,6.8,1005033
1994,Ken Griffey Jr.,Mariners,493,6.8,327
1921,Harry Heilmann,Tigers,672,6.8,1005590
2011,Curtis Granderson,Yankees,691,6.8,4747
1970,Willie McCovey,Giants,638,6.8,1008423
1928,Freddie Lindstrom,Giants,687,6.8,1007631
2012,Ryan Braun,Brewers,677,6.8,3410
1970,Jim Fregosi,Angels,679,6.8,1004330
1888,John Reilly,Red Stockings,562,6.8,1010803
1947,Johnny Mize,Giants,664,6.8,1009014
1974,Darrell Evans,Braves,710,6.8,1003864
1967,Orlando Cepeda,Cardinals,644,6.8,1002103
1911,Eddie Collins,Athletics,588,6.8,1002451
1943,Joe Gordon,Yankees,650,6.8,1004874
2005,Brian Roberts,Orioles,640,6.8,166
1993,Lenny Dykstra,Phillies,773,6.8,1003619
1978,Dave Parker,Pirates,642,6.8,1010000
1999,Ivan Rodriguez,Rangers,630,6.8,1275
1925,Al Simmons,Athletics,696,6.8,1011978
1984,Eddie Murray,Orioles,705,6.8,1009386
1998,Moises Alou,Astros,679,6.8,261
1901,Jimmy Collins,Americans,615,6.8,1002455
1958,Hank Aaron,Braves,664,6.8,1000001
2015,A.J. Pollock,Diamondbacks,673,6.8,9256
1975,Johnny Bench,Reds,606,6.8,1000826
1970,Tommy Harper,Brewers,692,6.8,1005383
1942,Enos Slaughter,Cardinals,687,6.8,1012060
1936,Billy Herman,Cubs,709,6.8,1005692
1983,Eddie Murray,Orioles,680,6.8,1009386
1950,Larry Doby,Indians,609,6.8,1003346
1961,Vada Pinson,Reds,659,6.8,1010360
1901,Jimmy Sheckard,Superbas,609,6.8,1011843
1920,Ross Youngs,Giants,671,6.8,1014390
2003,Javy Lopez,Braves,495,6.8,103
2016,Jose Altuve,Astros,717,6.8,5417
1964,Hank Aaron,Braves,634,6.8,1000001
1937,Bill Dickey,Yankees,608,6.7,1003271
1906,Elmer Flick,Naps,700,6.7,1004158
1989,Ozzie Smith,Cardinals,664,6.7,1012186
1970,Rico Carty,Braves,560,6.7,1002025
1954,Mickey Mantle,Yankees,651,6.7,1008082
1934,Earl Averill,Indians,702,6.7,1000378
2003,Marcus Giles,Braves,635,6.7,89
1917,George Burns,Giants,678,6.7,1001708
2017,Anthony Rendon,Nationals,605,6.7,12861
1933,Babe Ruth,Yankees,575,6.7,1011327
1998,Jeff Bagwell,Astros,661,6.7,547
2013,Carlos Gomez,Brewers,590,6.7,4881
1937,Mel Ott,Giants,654,6.7,1009904
1967,Paul Blair,Orioles,619,6.7,1001031
1922,Tris Speaker,Indians,516,6.7,1012309
2002,Jim Edmonds,Cardinals,576,6.7,1153
1998,Vladimir Guerrero,Expos,677,6.7,778
1890,Jack Glasscock,Giants,562,6.7,1004757
2017,Kris Bryant,Cubs,665,6.7,15429
1987,Tim Raines,Expos,627,6.7,1406
1968,Willie Mays,Giants,573,6.7,1008315
1985,Gary Carter,Mets,633,6.7,1002015
1926,Goose Goslin,Senators,656,6.7,1004893
1940,Ted Williams,Red Sox,661,6.7,1014040
1902,Bill Bradley,Bronchos,597,6.7,1001304
1984,Tim Raines,Expos,718,6.7,1406
1898,Jimmy Collins,Beaneaters,657,6.7,1002455
1981,Rickey Henderson,Athletics,493,6.7,194
1969,Jimmy Wynn,Astros,653,6.7,1014313
1981,Andre Dawson,Expos,441,6.7,1003091
2001,Shawn Green,Dodgers,701,6.7,651
1938,Joe Cronin,Red Sox,637,6.7,1002796
1979,Buddy Bell,Rangers,720,6.7,1000799
2002,Jeff Kent,Giants,682,6.7,1119
1936,Jimmie Foxx,Red Sox,693,6.7,1004285
1999,Brian Giles,Pirates,627,6.7,990
1968,Roberto Clemente,Pirates,557,6.7,1002340
1943,Rudy York,Tigers,661,6.7,1014354
1964,Willie Davis,Dodgers,652,6.7,1003088
1993,Rick Wilkins,Cubs,500,6.7,1013960
1934,Ripper Collins,Cardinals,662,6.7,1002464
2007,Alfonso Soriano,Cubs,617,6.7,847
1896,Cupid Childs,Spiders,615,6.7,1002186
1959,Mickey Mantle,Yankees,639,6.6,1008082
1921,Ty Cobb,Tigers,581,6.6,1002378
2012,David Wright,Mets,670,6.6,3787
1904,George Davis,White Sox,626,6.6,1003049
2009,Derek Jeter,Yankees,716,6.6,826
1948,Bob Elliott,Braves,675,6.6,1003733
1994,Kenny Lofton,Indians,523,6.6,246
1958,Rocky Colavito,Indians,578,6.6,1002404
1938,Johnny Mize,Cardinals,609,6.6,1009014
1952,Mickey Mantle,Yankees,626,6.6,1008082
2010,Ryan Zimmerman,Nationals,603,6.6,4220
1975,Ron Cey,Dodgers,662,6.6,1002108
1946,Charlie Keller,Yankees,655,6.6,1006768
1917,Art Fletcher,Giants,608,6.6,1004149
1927,Hack Wilson,Cubs,646,6.6,1014083
1937,Harlond Clift,Browns,679,6.6,1002352
1957,Frank Robinson,Redlegs,677,6.6,1011066
1988,Fred McGriff,Blue Jays,623,6.6,293
2009,Ryan Zimmerman,Nationals,694,6.6,4220
1876,Ross Barnes,White Stockings,342,6.6,1000573
2001,Roberto Alomar,Indians,677,6.6,860
1950,Stan Musial,Cardinals,645,6.6,1009405
1995,Reggie Sanders,Reds,567,6.6,1129
2004,Alex Rodriguez,Yankees,698,6.6,1274
1937,Dick Bartell,Giants,580,6.6,1000621
1996,Mike Piazza,Dodgers,631,6.6,893
1884,Dave Orr,Metropolitans,464,6.6,1009848
1981,Dwight Evans,Red Sox,504,6.6,1003865
1904,Elmer Flick,Naps,659,6.6,1004158
1972,Carlton Fisk,Red Sox,514,6.6,1004101
1932,Babe Herman,Reds,642,6.6,1005691
1978,Doug DeCinces,Orioles,561,6.6,1003123
2015,Manny Machado,Orioles,713,6.6,11493
2003,Todd Helton,Rockies,703,6.6,432
1999,Luis Gonzalez,Diamondbacks,693,6.6,55
1974,Rod Carew,Twins,690,6.6,1001942
2002,Jason Giambi,Yankees,689,6.6,818
1998,Mike Piazza,- - -,626,6.6,893
1932,Lefty O'Doul,Dodgers,657,6.6,1009734
1924,Jack Fournier,Robins,669,6.6,1004264
1980,Ben Oglivie,Brewers,660,6.6,1009746
1980,Cecil Cooper,Brewers,678,6.6,1002592
1939,Joe Gordon,Yankees,648,6.6,1004874
2011,Alex Gordon,Royals,690,6.6,5209
1929,Hack Wilson,Cubs,670,6.6,1014083
1919,Bobby Veach,Tigers,598,6.6,1013388
1993,Jay Bell,Pirates,701,6.6,48
2017,Jose Ramirez,Indians,645,6.6,13510
1908,Mike Donlin,Giants,654,6.6,1003380
1998,Ken Griffey Jr.,Mariners,720,6.6,327
1973,Thurman Munson,Yankees,576,6.6,1009334
2000,Gary Sheffield,Dodgers,612,6.6,114
1889,Jack Glasscock,Hoosiers,618,6.5,1004757
1942,Joe DiMaggio,Yankees,680,6.5,1003311
1914,Dutch Zwilling,Chi-Feds,649,6.5,1014467
1945,Eddie Lake,Red Sox,586,6.5,1007260
1971,Roberto Clemente,Pirates,553,6.5,1002340
1971,Bobby Murcer,Yankees,624,6.5,1009338
1940,Lou Boudreau,Indians,706,6.5,1001234
1984,Buddy Bell,Rangers,630,6.5,1000799
1897,Fred Clarke,Colonels,590,6.5,1002280
1888,Cap Anson,White Stockings,563,6.5,1000272
2014,Michael Brantley,Indians,676,6.5,4106
1933,Arky Vaughan,Pirates,655,6.5,1013377
2002,Scott Rolen,- - -,667,6.5,970
1963,Vada Pinson,Reds,695,6.5,1010360
1886,Jack Glasscock,Maroons,524,6.5,1004757
2018,Matt Chapman,Athletics,616,6.5,16505
1998,Craig Biggio,Astros,738,6.5,549
1925,Goose Goslin,Senators,670,6.5,1004893
2017,Charlie Blackmon,Rockies,725,6.5,7859
1911,Frank Baker,Athletics,659,6.5,1000453
1992,Andy Van Slyke,Pirates,686,6.5,1013363
1916,Joe Jackson,White Sox,659,6.5,1006301
1918,Ty Cobb,Tigers,473,6.5,1002378
1952,Al Rosen,Indians,649,6.5,1011208
2011,Miguel Cabrera,Tigers,688,6.5,1744
1945,Stan Hack,Cubs,702,6.5,1005183
1996,Gary Sheffield,Marlins,677,6.5,114
2009,Chone Figgins,Angels,729,6.5,1580
1992,Gary Sheffield,Padres,618,6.5,114
1990,Cecil Fielder,Tigers,673,6.5,1004026
1934,Hank Greenberg,Tigers,667,6.5,1004996
1982,Dwight Evans,Red Sox,727,6.5,1003865
1889,Tommy Tucker,Orioles,602,6.5,1013213
1998,Bobby Abreu,Phillies,589,6.5,945
2017,Joey Votto,Reds,707,6.5,4314
1890,Cupid Childs,Stars,571,6.5,1002186
1939,Dolph Camilli,Dodgers,684,6.5,1001860
1972,Billy Williams,Cubs,650,6.5,1013975
2001,Cliff Floyd,Marlins,629,6.5,518
1983,Andre Dawson,Expos,698,6.5,1003091
2000,Jim Edmonds,Cardinals,643,6.5,1153
1977,Reggie Smith,Dodgers,603,6.5,1012201
1998,Jeff Cirillo,Brewers,694,6.5,1073
1922,Babe Ruth,Yankees,495,6.5,1011327
1895,Joe Kelley,Orioles,617,6.5,1006776
1915,Tris Speaker,Red Sox,652,6.5,1012309
1925,Harry Heilmann,Tigers,664,6.5,1005590
1990,Darryl Strawberry,Mets,621,6.5,1012606
1958,Richie Ashburn,Phillies,725,6.5,1000335
1939,Red Rolfe,Yankees,731,6.5,1011157
2007,Jimmy Rollins,Phillies,778,6.5,971
1944,Bill Nicholson,Cubs,686,6.5,1009554
1975,Dave Parker,Pirates,602,6.5,1010000
1952,Solly Hemus,Cardinals,690,6.5,1005627
1980,Willie Randolph,Yankees,642,6.5,1010694
1930,Chuck Klein,Phillies,719,6.4,1006991
1983,Robin Yount,Brewers,662,6.4,1014396
1889,Harry Stovey,Athletics,634,6.4,1012586
1933,Wally Berger,Braves,574,6.4,1000875
2013,Shin-Soo Choo,Reds,712,6.4,3174
2010,Jose Bautista,Blue Jays,683,6.4,1887
1970,Billy Williams,Cubs,714,6.4,1013975
1924,Goose Goslin,Senators,673,6.4,1004893
1958,Al Kaline,Tigers,607,6.4,1006678
1944,Bob Johnson,Red Sox,626,6.4,1006428
1892,Billy Hamilton,Phillies,643,6.4,1005270
1951,Monte Irvin,Giants,657,6.4,1006275
1935,Luke Appling,White Sox,654,6.4,1000284
2011,Joey Votto,Reds,719,6.4,4314
1960,Ken Boyer,Cardinals,616,6.4,1001283
1888,Dan Brouthers,Wolverines,602,6.4,1001486
1965,Jimmy Wynn,Astros,663,6.4,1014313
1918,George Sisler,Browns,506,6.4,1012021
1936,Joe Medwick,Cardinals,677,6.4,1008719
1991,Ryne Sandberg,Cubs,684,6.4,1011411
1935,Joe Medwick,Cardinals,670,6.4,1008719
1929,Travis Jackson,Giants,634,6.4,1006314
1890,Hub Collins,Bridegrooms,598,6.4,1002454
2000,Edgardo Alfonzo,Mets,650,6.4,859
1954,Bobby Avila,Indians,638,6.4,1000380
1937,Johnny Mize,Cardinals,621,6.4,1009014
1906,Harry Lumley,Superbas,554,6.4,1007830
1998,Ivan Rodriguez,Rangers,617,6.4,1275
1986,Rickey Henderson,Yankees,701,6.4,194
1914,Frank Baker,Athletics,634,6.4,1000453
2004,Carlos Beltran,- - -,708,6.4,589
1988,Dave Henderson,Athletics,570,6.4,1005630
2014,Anthony Rendon,Nationals,683,6.4,12861
1989,Fred McGriff,Blue Jays,680,6.4,293
1956,Yogi Berra,Yankees,597,6.4,1000898
1976,Ron Cey,Dodgers,600,6.4,1002108
1887,Roger Connor,Giants,554,6.4,1002537
1988,Andy Van Slyke,Pirates,660,6.4,1013363
1916,Zack Wheat,Robins,626,6.4,1013828
1996,Lance Johnson,Mets,724,6.4,1006482
1997,Nomar Garciaparra,Red Sox,734,6.4,190
1947,Bob Elliott,Braves,645,6.4,1003733
1963,Ron Santo,Cubs,687,6.4,1011447
1991,Devon White,Blue Jays,715,6.4,1013862
1961,Harmon Killebrew,Twins,656,6.4,1006905
1884,Ned Williamson,White Stockings,459,6.4,1014027
1917,Bobby Veach,Tigers,666,6.4,1013388
2010,Adrian Beltre,Red Sox,641,6.4,639
1966,Tommie Agee,White Sox,689,6.4,1000080
1965,Don Buford,White Sox,668,6.4,1001636
1898,Ed Delahanty,Phillies,640,6.4,1003155
2007,Grady Sizemore,Indians,748,6.4,2197
1916,Eddie Collins,White Sox,673,6.4,1002451
1995,Bernie Williams,Yankees,648,6.4,857
1925,Tris Speaker,Indians,518,6.4,1012309
1969,Boog Powell,Orioles,615,6.4,1010482
1954,Richie Ashburn,Phillies,703,6.4,1000335
1973,Sal Bando,Athletics,689,6.4,1000505
1976,Rod Carew,Twins,687,6.4,1001942
1909,Donie Bush,Tigers,676,6.4,1001749
1939,Bob Johnson,Athletics,653,6.4,1006428
1995,Chuck Knoblauch,Twins,629,6.4,609
1990,Ryne Sandberg,Cubs,675,6.3,1011411
1970,Tony Oliva,Twins,674,6.3,1009772
1908,Ty Cobb,Tigers,635,6.3,1002378
1945,Phil Cavarretta,Cubs,586,6.3,1002093
2000,Brian Giles,Pirates,688,6.3,990
1969,Tony Perez,Reds,704,6.3,1010188
1992,Mark McGwire,Athletics,571,6.3,1008559
2010,Robinson Cano,Yankees,696,6.3,3269
1996,Chipper Jones,Braves,693,6.3,97
2011,Ben Zobrist,Rays,674,6.3,7435
2011,Justin Upton,Diamondbacks,674,6.3,5222
1891,Dan Brouthers,Reds,597,6.3,1001486
1942,Mel Ott,Giants,664,6.3,1009904
1934,Paul Waner,Pirates,677,6.3,1013597
1999,Bobby Abreu,Phillies,662,6.3,945
1976,George Foster,Reds,627,6.3,1004250
1984,Tony Gwynn,Padres,675,6.3,1005166
1914,Bill Kenworthy,Packers,611,6.3,1006854
1905,Frank Chance,Cubs,502,6.3,1002131
1931,Bill Terry,Giants,662,6.3,1012927
2008,Dustin Pedroia,Red Sox,726,6.3,8370
1951,Larry Doby,Indians,551,6.3,1003346
1900,Elmer Flick,Phillies,623,6.3,1004158
1963,Willie McCovey,Giants,627,6.3,1008423
1941,Cecil Travis,Senators,663,6.3,1013162
1973,Rod Carew,Twins,657,6.3,1001942
1988,Barry Larkin,Reds,652,6.3,335
1976,Garry Maddox,Phillies,586,6.3,1007948
2010,Andres Torres,Giants,570,6.3,1488
1892,Roger Connor,Phillies,686,6.3,1002537
2007,David Ortiz,Red Sox,667,6.3,745
1914,Steve Evans,Tip-Tops,580,6.3,1003870
1960,Frank Robinson,Reds,562,6.3,1011066
1921,Tris Speaker,Indians,588,6.3,1012309
2003,Jim Edmonds,Cardinals,531,6.3,1153
2003,Edgar Renteria,Cardinals,663,6.3,1178
1927,Tony Lazzeri,Yankees,660,6.3,1007422
2002,Andruw Jones,Braves,659,6.3,96
1919,Rogers Hornsby,Cardinals,577,6.3,1006030
1963,Carl Yastrzemski,Red Sox,668,6.3,1014326
1896,Bill Joyce,- - -,600,6.3,1006633
1909,Tris Speaker,Red Sox,606,6.3,1012309
1965,Dick Allen,Phillies,707,6.3,1000137
1971,Sal Bando,Athletics,643,6.3,1000505
1926,Johnny Mostil,White Sox,702,6.3,1009255
1999,Nomar Garciaparra,Red Sox,595,6.3,190
1919,George Sisler,Browns,561,6.3,1012021
2011,Evan Longoria,Rays,574,6.3,9368
2016,Manny Machado,Orioles,696,6.3,11493
1956,Al Kaline,Tigers,693,6.3,1006678
2012,Adrian Beltre,Rangers,654,6.3,639
2006,Miguel Cabrera,Marlins,676,6.3,1744
1969,Cleon Jones,Mets,558,6.3,1006540
1922,Ty Cobb,Tigers,612,6.3,1002378
1993,Frank Thomas,White Sox,676,6.3,255
1970,Reggie Smith,Red Sox,640,6.3,1012201
1951,Eddie Joost,Athletics,667,6.3,1006604
1998,Mo Vaughn,Red Sox,681,6.3,899
1993,Rafael Palmeiro,Rangers,686,6.3,1266
1956,Ted Williams,Red Sox,503,6.3,1014040
1950,Andy Pafko,Cubs,595,6.3,1009948
1904,Frank Chance,Cubs,514,6.3,1002131
1895,Sam Thompson,Phillies,576,6.3,1013024
1904,Bill Bradley,Naps,667,6.3,1001304
1987,Ozzie Smith,Cardinals,706,6.3,1012186
1991,Terry Pendleton,Braves,644,6.3,1010157
1924,Ross Youngs,Giants,612,6.3,1014390
1962,Brooks Robinson,Orioles,697,6.3,1011055
2018,Anthony Rendon,Nationals,597,6.3,12861
1980,Dwayne Murphy,Athletics,702,6.3,1009359
1958,Bob Cerv,Athletics,572,6.2,1002107
2016,Robinson Cano,Mariners,715,6.2,3269
2018,Manny Machado,- - -,709,6.2,11493
1924,Harry Heilmann,Tigers,678,6.2,1005590
2014,Jonathan Lucroy,Brewers,655,6.2,7870
2010,Matt Holliday,Cardinals,675,6.2,1873
2000,Vladimir Guerrero,Expos,641,6.2,778
1964,Bob Allison,Twins,594,6.2,1000166
2001,Jim Edmonds,Cardinals,608,6.2,1153
1977,Mitchell Page,Athletics,592,6.2,1009954
1968,Felipe Alou,Braves,718,6.2,1000177
1971,Reggie Jackson,Athletics,642,6.2,1006308
1986,Tony Gwynn,Padres,701,6.2,1005166
1996,Mo Vaughn,Red Sox,752,6.2,899
2003,Scott Rolen,Cardinals,657,6.2,970
1920,Dave Bancroft,- - -,673,6.2,1000503
1910,Honus Wagner,Pirates,640,6.2,1013485
2004,Melvin Mora,Orioles,636,6.2,157
2016,Brian Dozier,Twins,691,6.2,9810
1964,Tony Oliva,Twins,718,6.2,1009772
1998,Ray Lankford,Cardinals,626,6.2,1044
1983,Jim Rice,Red Sox,689,6.2,1010897
1984,Chet Lemon,Tigers,574,6.2,1007518
1933,Mickey Cochrane,Athletics,542,6.2,1002384
1982,Pedro Guerrero,Dodgers,652,6.2,1005120
1936,Dick Bartell,Giants,573,6.2,1000621
1931,Max Bishop,Athletics,614,6.2,1000994
1972,Pete Rose,Reds,729,6.2,1011217
1990,Cal Ripken,Orioles,695,6.2,1010978
1971,Bobby Bonds,Giants,691,6.2,1001157
1997,Ivan Rodriguez,Rangers,648,6.2,1275
1947,Pee Wee Reese,Dodgers,590,6.2,1010776
1956,Minnie Minoso,White Sox,665,6.2,1008984
1948,Johnny Mize,Giants,658,6.2,1009014
1959,Al Kaline,Tigers,595,6.2,1006678
1959,Eddie Yost,Tigers,675,6.2,1014357
1931,Wally Berger,Braves,678,6.2,1000875
1915,Ed Konetchy,Rebels,636,6.2,1007093
2016,Freddie Freeman,Braves,693,6.2,5361
2014,Jose Bautista,Blue Jays,673,6.2,1887
1903,Freddy Parent,Americans,592,6.2,1009992
1997,Chuck Knoblauch,Twins,716,6.2,609
1988,Kirk Gibson,Dodgers,632,6.2,1004669
1903,Frank Chance,Cubs,531,6.2,1002131
1998,Derek Jeter,Yankees,694,6.2,826
1990,Alan Trammell,Tigers,637,6.2,1013157
2004,Lance Berkman,Astros,687,6.2,548
1973,Billy North,Athletics,642,6.2,1009638
1957,Gil McDougald,Yankees,624,6.2,1008471
1889,Roger Connor,Giants,591,6.2,1002537
1969,Bobby Bonds,Giants,720,6.2,1001157
1995,Craig Biggio,Astros,673,6.2,549
1940,Lonny Frey,Reds,663,6.2,1004343
2008,Kevin Youkilis,Red Sox,621,6.1,1935
1931,Ben Chapman,Yankees,686,6.1,1002141
1943,Lou Klein,Cardinals,694,6.1,1006993
1992,Roberto Alomar,Blue Jays,671,6.1,860
1899,Chick Stahl,Beaneaters,661,6.1,1012381
1899,Jesse Burkett,Perfectos,635,6.1,1001682
1964,Pete Ward,White Sox,607,6.1,1013621
1969,Pete Rose,Reds,728,6.1,1011217
1935,Augie Galan,Cubs,748,6.1,1004440
1939,Lonny Frey,Reds,585,6.1,1004343
1944,Stan Spence,Senators,669,6.1,1012328
1968,Ron Santo,Cubs,682,6.1,1011447
2006,Derek Jeter,Yankees,715,6.1,826
1957,Ernie Banks,Cubs,674,6.1,1000512
1955,Richie Ashburn,Phillies,644,6.1,1000335
2005,Jim Edmonds,Cardinals,567,6.1,1153
1996,Frank Thomas,White Sox,649,6.1,255
1967,Dick Allen,Phillies,540,6.1,1000137
2015,Kris Bryant,Cubs,650,6.1,15429
1980,Al Bumbry,Orioles,738,6.1,1001649
1966,Jim Ray Hart,Giants,636,6.1,1005448
1975,Reggie Jackson,Athletics,669,6.1,1006308
1940,Arky Vaughan,Pirates,689,6.1,1013377
2006,Lance Berkman,Astros,646,6.1,548
2000,Jorge Posada,Yankees,624,6.1,841
2007,Ichiro Suzuki,Mariners,736,6.1,1101
2010,Brett Gardner,Yankees,569,6.1,9927
1940,Joe Gordon,Yankees,677,6.1,1004874
2012,Yadier Molina,Cardinals,563,6.1,7007
1906,George Davis,White Sox,541,6.1,1003049
1957,Stan Musial,Cardinals,579,6.1,1009405
2011,Adrian Gonzalez,Red Sox,715,6.1,1908
1992,Robin Ventura,White Sox,694,6.1,854
1987,Mike Schmidt,Phillies,613,6.1,1011586
2015,Lorenzo Cain,Royals,604,6.1,9077
1891,Arlie Latham,Reds,618,6.1,1007371
1969,Rusty Staub,Expos,673,6.1,1012440
1889,Dan Brouthers,Beaneaters,565,6.1,1001486
2017,Tommy Pham,Cardinals,530,6.1,2967
2001,Chipper Jones,Braves,677,6.1,97
1902,George Davis,White Sox,566,6.1,1003049
1973,George Scott,Brewers,673,6.1,1011682
1944,Johnny Hopp,Cardinals,591,6.1,1006022
1907,Elmer Flick,Naps,637,6.1,1004158
1890,Jimmy Wolf,Colonels,598,6.1,1014195
1999,Randy Velarde,- - -,711,6.1,942
1993,Robby Thompson,Giants,559,6.1,1013023
1970,Bobby Tolan,Reds,675,6.1,1013100
1980,Robin Yount,Brewers,647,6.1,1014396
2002,Lance Berkman,Astros,692,6.1,548
1931,Earl Averill,Indians,701,6.1,1000378
1942,Johnny Pesky,Red Sox,686,6.1,1010219
1970,Billy Grabarkewitz,Dodgers,640,6.1,1004907
1984,Don Mattingly,Yankees,662,6.1,1008261
1964,Roberto Clemente,Pirates,683,6.1,1002340
1890,Pete Browning,Infants,571,6.1,1001554
1966,Felipe Alou,Braves,706,6.1,1000177
2005,Morgan Ensberg,Astros,624,6.1,556
1899,Fred Tenney,Beaneaters,691,6.1,1012916
1991,Wade Boggs,Red Sox,641,6.1,1001124
1951,Richie Ashburn,Phillies,712,6.1,1000335
1964,Denis Menke,Braves,588,6.1,1008766
